ACDATE	ETXEUR	GRXEUR	HKXHKD	NSXUSD	SPXUSD	US2000USD	US30USD	CORNUSD	NATGASUSD	SOYBNUSD	SUGARUSD	WHEATUSD	WTIUSD	XAGEUR	XAUEUR	XAUUSD	XAUXAG	XCUUSD	XPTUSD	XPDUSD	EURUSD
2016-07-14 00:00:00	2946.5	10029.005	21604.5	4583.5	2154.375	1200.5335	18484.0	3.5255	2.7845	10.8485	0.19661	4.217	45.435	18.2941	1200.665	1334.22	65.732	2.23248	1100.265	649.631	1.11065
2016-07-17 00:00:00	2961.5	10096.0	21658.5	4589.25	2159.125	1206.6005	18527.55	3.5225	2.772	10.648	0.19209	4.1535	45.895	18.25847	1203.525	1330.9	66.0075	2.22619	1091.542	646.505	1.10562
2016-07-19 00:00:00	2932.5	9996.5	21643.5	4606.13	2158.625	1202.2455	18555.05	3.347	2.717	10.4785	0.19307	4.0795	45.515	18.06093	1208.915	1331.98	67.0095	2.25305	1091.824	656.376	1.10139
2016-07-21 00:00:00	2949.5	10108.25	21931.5	4637.0	2158.375	1202.553	18513.55	3.3095	2.7745	10.355	0.19495	4.0695	44.665	17.98109	1208.615	1332.615	67.177	2.25419	1102.786	685.263	1.10322
2016-07-24 00:00:00	2964.5	10121.5	22109.5	4658.75	2167.875	1212.9795	18559.55	3.2945	2.795	9.9905	0.19451	4.1625	44.145	17.8733	1204.935	1322.09	67.4985	2.23042	1081.06	683.558	1.09688
2016-07-26 00:00:00	2984.5	10274.5	22178.0	4689.88	2164.625	1218.9815	18500.5	3.3305	2.6915	9.941	0.19335	4.065	42.695	17.87481	1200.995	1319.725	67.1705	2.22132	1092.364	688.357	1.09874
2016-07-28 00:00:00	2981.5	10330.255	22015.0	4729.375	2166.375	1217.1025	18456.55	3.2905	2.865	10.073	0.18683	4.0235	41.005	18.2144	1205.935	1335.88	66.2205	2.20947	1134.734	696.4	1.10827
2016-07-31 00:00:00	2986.5	10332.0	21919.5	4732.5	2172.375	1222.9375	18462.0	3.2265	2.874	10.2875	0.18872	3.999	41.375	18.24156	1208.325	1349.905	66.2355	2.21728	1147.082	710.255	1.1175
2016-08-02 00:00:00	2901.5	10126.5	21785.0	4710.25	2151.375	1202.674	18311.5	3.2245	2.758	9.7785	0.18935	3.941	39.685	18.38137	1214.165	1362.25	66.11	2.2042	1164.236	712.036	1.1218
2016-08-04 00:00:00	2936.5	10239.255	21884.0	4744.25	2159.875	1213.8795	18358.0	3.1835	2.77	9.828	0.1969	3.9655	41.775	18.2731	1222.975	1361.015	66.858	2.16867	1157.191	703.975	1.11349
2016-08-07 00:00:00	2985.5	10433.5	22314.0	4788.38	2178.125	1231.135	18542.5	3.2375	2.7605	10.0545	0.20272	4.115	41.895	17.74045	1201.645	1332.795	67.808	2.15143	1143.703	695.317	1.10871
2016-08-09 00:00:00	3019.5	10684.25	22486.0	4788.25	2176.375	1230.513	18519.0	3.2065	2.637	10.1345	0.20291	4.0905	42.715	17.91645	1206.605	1341.17	67.366	2.14858	1155.588	694.029	1.11179
2016-08-11 00:00:00	3047.5	10720.5	22749.5	4801.88	2182.375	1229.7915	18626.55	3.1875	2.576	10.066	0.19444	4.093	43.605	17.97264	1201.865	1338.815	66.9065	2.18716	1147.834	692.656	1.11383
2016-08-14 00:00:00	3052.5	10730.75	22763.0	4806.38	2181.375	1230.3615	18584.55	3.2515	2.581	10.0485	0.19733	4.153	44.625	17.75225	1198.705	1337.94	67.563	2.13497	1127.363	685.956	1.11645
2016-08-16 00:00:00	3016.5	10668.755	22976.5	4800.75	2177.875	1232.995	18582.5	3.2805	2.637	10.3205	0.2016	4.176	46.325	17.60607	1194.225	1346.88	67.88	2.16607	1121.292	701.515	1.12761
2016-08-18 00:00:00	2991.5	10606.75	23105.5	4808.25	2183.625	1237.481	18604.0	3.3085	2.6095	10.363	0.2004	4.21	48.295	17.37395	1191.575	1351.945	68.484	2.16472	1127.081	708.296	1.13477
2016-08-21 00:00:00	2962.5	10530.75	22987.5	4807.875	2181.875	1235.547	18568.0	3.3165	2.616	10.2235	0.19701	4.2245	48.695	16.82732	1182.235	1337.345	70.3485	2.16894	1107.483	707.509	1.12977
2016-08-23 00:00:00	2979.5	10551.0	23037.5	4818.0	2185.375	1248.941	18564.0	3.257	2.7735	10.3395	0.20632	4.053	47.545	16.69537	1183.865	1338.245	70.909	2.11166	1105.444	698.59	1.1302
2016-08-25 00:00:00	2978.5	10508.0	22803.5	4783.75	2174.875	1241.211	18473.0	3.221	2.867	9.9455	0.20616	4.016	47.355	16.44618	1171.275	1321.855	71.2375	2.07484	1073.859	689.225	1.12867
2016-08-28 00:00:00	2992.5	10519.0	22896.5	4779.75	2165.625	1238.676	18402.05	3.1195	2.879	9.8615	0.20527	3.874	47.105	16.58427	1179.025	1319.98	71.1155	2.07306	1071.903	688.53	1.11978
2016-08-30 00:00:00	3028.5	10643.25	22946.5	4775.88	2175.375	1246.172	18462.5	3.0645	2.8095	9.7055	0.20486	3.7405	46.195	16.72264	1177.115	1312.29	70.39	2.06946	1057.924	679.703	1.11501
2016-09-01 00:00:00	3026.5	10558.75	23095.5	4778.88	2167.375	1239.634	18412.0	3.147	2.745	9.6345	0.19582	3.753	43.555	16.89229	1174.105	1314.34	69.4915	2.07016	1049.858	666.873	1.11987
2016-09-04 00:00:00	3093.5	10740.0	23436.0	4800.375	2180.125	1253.46	18516.5	3.1885	2.742	9.6345	0.19582	3.753	44.205	17.35966	1187.115	1324.395	68.306	2.06997	1062.523	675.738	1.11586
2016-09-06 00:00:00	3080.5	10713.75	23728.5	4828.75	2184.625	1253.637	18531.55	3.2475	2.706	9.7575	0.2013	3.805	44.725	17.79455	1198.955	1348.18	67.428	2.08415	1098.219	698.446	1.12459
2016-09-08 00:00:00	3083.5	10669.0	23854.5	4794.5	2177.25	1256.065	18465.0	3.2905	2.816	9.9395	0.20154	3.877	47.295	17.37928	1187.895	1338.225	68.3	2.09608	1085.074	687.304	1.12681
2016-09-11 00:00:00	3004.5	10389.25	23582.5	4664.5	2119.5	1212.571	18020.8	3.3065	2.8325	9.9275	0.1994	3.855	45.315	16.98942	1181.805	1328.0	69.626	2.08368	1064.308	675.573	1.12407
2016-09-13 00:00:00	2992.5	10438.0	23150.5	4731.75	2131.125	1213.252	18083.0	3.2355	2.895	9.5885	0.20398	3.836	45.255	16.88569	1177.015	1319.97	69.7225	2.09312	1037.902	656.791	1.12193
2016-09-15 00:00:00	2972.5	10416.75	23221.0	4810.88	2141.875	1222.4985	18153.0	3.2145	2.9445	9.6295	0.20477	3.827	43.585	16.89112	1170.095	1316.19	69.328	2.15146	1033.092	657.234	1.1247
2016-09-18 00:00:00	2943.5	10339.75	23489.5	4812.13	2132.0	1228.6495	18175.5	3.282	2.935	9.8485	0.21791	3.885	43.475	16.86388	1176.105	1312.43	69.6655	2.14704	1019.174	673.8	1.11579
2016-09-20 00:00:00	2969.5	10439.75	23516.5	4802.38	2131.5	1227.075	18124.05	3.3175	3.065	10.0255	0.2223	3.894	44.875	17.2872	1179.365	1315.375	68.265	2.15474	1031.78	683.8	1.1153
2016-09-22 00:00:00	3032.5	10666.75	23889.5	4886.75	2167.875	1262.8465	18362.5	3.2885	2.943	9.8815	0.22099	3.89	45.925	17.73769	1192.905	1337.195	67.264	2.1864	1055.922	693.45	1.12082
2016-09-25 00:00:00	3002.5	10554.75	23569.0	4857.75	2158.875	1254.574	18266.0	3.2235	2.967	9.6335	0.22061	3.879	44.905	17.53574	1191.205	1338.365	67.9155	2.19372	1054.899	700.979	1.12378
2016-09-27 00:00:00	2964.5	10369.25	23510.0	4863.25	2152.875	1246.0505	18200.5	3.2305	2.944	9.6335	0.23041	3.899	44.945	17.07074	1183.455	1327.435	69.295	2.16117	1025.882	701.294	1.1217
2016-09-29 00:00:00	2934.5	10236.75	23502.5	4838.38	2145.625	1237.4775	18131.5	3.2955	2.897	9.5985	0.229	3.85	47.775	17.0231	1178.035	1322.165	69.2345	2.17621	1027.753	715.288	1.1219
2016-10-01 00:00:00	2995.5	10518.75	23565.5	4863.5	2156.875	1248.77	18264.8	3.2955	2.8475	9.6335	0.2246	3.88	48.045	17.06345	1171.43	1316.0	68.5795	2.20169	1027.25	721.65	1.12423
2016-10-03 00:00:00	2990.5	10505.5	23583.5	4869.38	2155.25	1248.116	18238.5	3.4075	2.845	9.8085	0.22158	3.83	48.795	16.8118	1170.915	1313.015	69.608	2.18312	1006.321	712.85	1.12094
2016-10-05 00:00:00	3022.5	10597.75	23832.5	4875.5	2153.5	1247.7685	18265.5	3.3455	2.978	9.6605	0.2333	3.943	49.675	15.87661	1131.875	1268.475	71.336	2.15846	981.442	679.79	1.12059
2016-10-07 00:00:00	3014.5	10558.5	23896.5	4869.25	2154.875	1245.1135	18229.5	3.3455	3.142	9.6785	0.22618	3.8465	50.545	15.54015	1126.595	1255.775	72.5455	2.14413	968.0	668.5	1.1142
2016-10-09 00:00:00	2993.5	10492.25	23896.5	4871.125	2152.125	1237.348	18254.55	3.3685	3.126	9.6445	0.22784	3.843	49.435	15.7927	1124.315	1258.345	71.277	2.16288	973.127	676.212	1.11947
2016-10-11 00:00:00	3006.5	10571.25	23399.5	4824.75	2133.875	1230.3335	18139.2	3.32	3.195	9.6115	0.22947	3.937	50.765	15.83622	1134.165	1254.385	71.6535	2.17904	946.132	647.576	1.10573
2016-10-13 00:00:00	2983.5	10460.25	23058.5	4797.13	2125.875	1216.5545	18074.05	3.4355	3.231	9.6265	0.22551	4.035	50.605	15.82642	1137.925	1257.855	71.884	2.11551	935.103	636.791	1.10482
2016-10-16 00:00:00	3001.5	10530.5	23171.0	4788.375	2120.125	1209.8975	18096.55	3.4885	3.222	9.6875	0.22668	4.075	50.075	15.91465	1141.295	1252.205	71.802	2.09691	937.282	646.42	1.09658
2016-10-18 00:00:00	3039.5	10621.25	23331.5	4825.75	2132.375	1216.0175	18133.5	3.5205	3.223	9.7985	0.22547	4.093	50.795	16.08011	1149.955	1262.515	71.603	2.09612	944.684	639.31	1.09747
2016-10-20 00:00:00	3065.5	10695.25	23354.5	4845.75	2137.625	1221.1605	18169.0	3.4615	3.0	9.8455	0.22219	4.063	50.635	15.99943	1158.705	1266.245	72.3375	2.08687	931.583	630.811	1.09295
2016-10-23 00:00:00	3075.5	10710.5	23362.5	4851.13	2139.125	1220.5405	18146.0	3.432	3.015	9.9035	0.22365	4.042	50.675	16.1094	1163.895	1266.165	72.252	2.08171	932.568	620.735	1.08802
2016-10-25 00:00:00	3078.5	10764.75	23442.5	4872.88	2134.125	1214.935	18128.5	3.4895	2.7725	9.9985	0.22475	3.945	49.365	16.31066	1170.195	1274.355	71.785	2.13027	961.681	634.542	1.08864
2016-10-27 00:00:00	3068.5	10679.25	23108.0	4818.75	2127.375	1189.2915	18172.5	3.5255	2.8425	10.226	0.2222	4.064	49.655	16.18713	1164.585	1268.765	71.979	2.15491	966.49	613.755	1.08973
2016-10-30 00:00:00	3064.5	10680.25	22784.5	4800.88	2120.625	1185.9965	18128.5	3.5015	2.834	10.11	0.21827	4.025	48.305	16.24618	1163.895	1277.795	71.6835	2.18963	979.448	619.724	1.09824
2016-11-01 00:00:00	2989.5	10430.0	22884.5	4754.88	2102.125	1174.0845	17987.5	3.4245	2.595	9.913	0.20844	4.06	46.405	16.60545	1165.705	1288.885	70.1455	2.22576	991.571	629.851	1.10555
2016-11-03 00:00:00	2966.5	10317.5	22605.0	4672.75	2084.375	1158.016	17916.5	3.4385	2.6435	9.8895	0.21149	4.052	44.695	16.5477	1173.595	1303.315	70.8975	2.23745	996.928	618.077	1.10994
2016-11-06 00:00:00	2990.5	10410.0	22696.5	4722.5	2105.375	1182.92	18061.0	3.4245	2.6385	9.899	0.21472	4.068	44.545	16.38802	1162.305	1289.45	70.9295	2.25425	991.605	622.048	1.10947
2016-11-08 00:00:00	2897.5	10044.5	23150.5	4815.25	2142.125	1203.8565	18376.0	3.3865	2.44	10.087	0.21079	4.0925	44.875	16.64167	1155.825	1273.48	69.45	2.36969	1001.83	665.339	1.10181
2016-11-10 00:00:00	3055.5	10674.5	22648.5	4737.5	2165.375	1255.985	18818.5	3.4005	2.535	10.022	0.21257	3.984	44.425	17.11217	1158.045	1260.805	67.692	2.53402	978.022	694.189	1.08875
2016-11-13 00:00:00	3050.5	10763.0	22364.5	4766.25	2167.375	1286.1295	18881.5	3.3395	2.5205	9.885	0.21542	3.98	43.485	16.14653	1136.225	1229.715	70.3775	2.51246	948.605	675.736	1.08231
2016-11-15 00:00:00	3060.5	10768.25	22454.0	4769.0	2179.375	1303.097	18903.0	3.3635	2.589	9.932	0.20789	3.944	45.705	15.92694	1144.135	1227.035	71.8295	2.50125	943.07	709.236	1.07245
2016-11-17 00:00:00	3049.5	10724.25	22250.0	4827.0	2183.125	1308.4025	18883.55	3.3945	2.839	9.88	0.19941	3.978	45.055	15.69928	1143.685	1214.9	72.8505	2.4768	931.5	726.916	1.06222
2016-11-20 00:00:00	3026.5	10683.5	22284.5	4810.0	2180.625	1316.1095	18882.5	3.4725	2.856	9.953	0.19989	4.04	46.825	15.66177	1139.965	1206.345	72.802	2.46621	920.682	723.073	1.05829
2016-11-22 00:00:00	3051.5	10738.0	22673.5	4874.88	2200.375	1335.173	19011.5	3.4845	2.9005	10.3	0.19486	4.031	48.035	15.6831	1140.795	1213.015	72.734	2.54057	940.933	743.217	1.06332
2016-11-24 00:00:00	3045.5	10702.5	22628.5	4858.25	2205.125	1345.778	19121.25	3.4805	3.0995	10.3195	0.19472	3.9825	47.965	15.49817	1123.265	1186.195	72.479	2.65189	917.484	734.728	1.05603
2016-11-27 00:00:00	3049.5	10683.25	22698.5	4861.38	2207.375	1345.273	19124.05	3.4645	3.107	10.428	0.19707	3.9315	45.295	15.59587	1118.705	1186.825	71.728	2.65879	912.252	746.236	1.06089
2016-11-29 00:00:00	3036.5	10625.0	22815.5	4874.75	2203.625	1329.406	19131.0	3.3815	3.189	10.434	0.19376	3.822	45.295	15.64199	1116.615	1188.935	71.3755	2.58969	918.692	762.859	1.06473
2016-12-01 00:00:00	3010.5	10472.0	22715.5	4732.375	2190.0	1315.294	19190.05	3.3415	3.3455	10.329	0.19095	3.724	51.205	15.53832	1100.535	1173.49	70.8355	2.61432	915.729	753.631	1.06624
2016-12-04 00:00:00	2981.5	10449.0	22591.5	4714.25	2183.625	1312.192	19130.0	3.4815	3.348	10.2995	0.18934	3.794	51.385	15.8992	1116.955	1180.385	70.2485	2.60457	927.361	737.102	1.05676
2016-12-06 00:00:00	3123.5	10854.25	22798.5	4789.0	2210.75	1349.602	19243.5	3.4785	3.514	10.467	0.19315	3.813	50.975	15.60243	1090.995	1169.455	69.925	2.6538	935.153	736.075	1.07188
2016-12-08 00:00:00	3190.5	11181.75	22844.5	4861.0	2247.0	1387.758	19621.05	3.4485	3.467	10.2635	0.1933	3.839	51.045	16.02817	1102.175	1170.675	68.769	2.61184	939.568	736.835	1.06212
2016-12-11 00:00:00	3208.5	11232.25	22872.5	4901.38	2265.375	1391.249	19837.55	3.5105	3.4665	10.418	0.192	3.9095	53.915	16.02753	1098.575	1158.615	68.544	2.65775	918.262	734.82	1.05462
2016-12-13 00:00:00	3231.5	11275.75	22584.5	4939.5	2272.625	1373.5065	19909.55	3.5175	3.392	10.265	0.1823	3.93	52.415	15.91839	1090.225	1158.685	68.487	2.57826	934.969	730.603	1.06279
2016-12-15 00:00:00	3247.5	11369.0	21994.5	4940.38	2260.125	1370.673	19878.5	3.4675	3.305	10.294	0.18497	3.852	51.135	15.34986	1082.985	1128.155	70.5555	2.58526	900.27	702.8	1.0417
2016-12-18 00:00:00	3245.5	11409.25	21940.0	4922.13	2258.75	1368.7265	19876.05	3.4515	3.3165	10.328	0.18035	3.8985	51.985	15.42397	1087.495	1136.075	70.4985	2.53372	925.676	695.538	1.04468
2016-12-20 00:00:00	3262.5	11453.5	21751.5	4956.5	2266.625	1383.861	19965.05	3.3955	3.275	10.064	0.18074	3.813	53.565	15.45514	1089.535	1132.165	70.495	2.48725	919.414	665.759	1.03909
2016-12-22 00:00:00	3261.5	11461.5	21559.0	4933.25	2258.375	1364.312	19927.5	3.3935	3.5035	9.946	0.1801	3.763	52.725	15.16226	1081.435	1128.865	71.3295	2.49448	908.173	656.725	1.04533
2016-12-26 00:00:00	3259.5	11431.0	21559.0	4943.0	2259.375	1368.556	19925.0	3.4645	3.709	9.897	0.18084	3.752	53.185	15.10312	1084.185	1133.405	71.818	2.4418	898.403	660.626	1.04543
2016-12-28 00:00:00	3259.5	11446.5	21548.5	4926.0	2246.625	1363.2715	19844.0	3.4225	3.816	10.0575	0.18897	3.835	53.615	15.37861	1096.965	1142.475	71.3375	2.49132	900.517	668.951	1.04144
2016-12-30 00:00:00	3269.5	11446.0	21919.5	4862.38	2233.375	1357.363	19765.5	3.4505	3.6905	9.957	0.19456	3.89	53.895	15.1448	1095.4	1151.94	72.2335	2.49506	902.996	680.05	1.05167
2017-01-03 00:00:00	3317.5	11608.75	22177.5	4904.25	2251.875	1367.586	19848.55	3.5265	3.278	9.873	0.20381	3.886	52.635	15.64519	1110.88	1157.27	70.9995	2.4797	926.843	709.304	1.04176
2017-01-05 00:00:00	3302.5	11560.0	22554.0	4960.25	2263.375	1370.708	19868.5	3.5375	3.219	10.0425	0.20422	4.073	53.745	15.66733	1113.605	1180.885	71.0895	2.52327	971.0	740.417	1.06037
2017-01-08 00:00:00	3320.5	11624.25	22592.5	5010.13	2272.625	1365.6605	19955.55	3.5265	3.22	9.877	0.20579	4.0705	53.795	15.69584	1114.855	1174.09	71.029	2.53414	969.779	761.01	1.05297
2017-01-10 00:00:00	3297.5	11572.25	22796.5	5031.88	2264.375	1370.233	19849.8	3.5015	3.241	10.041	0.2045	4.084	50.915	15.899	1124.205	1186.245	70.712	2.60064	975.26	762.087	1.05524
2017-01-12 00:00:00	3296.5	11572.75	22926.5	5038.0	2265.125	1359.946	19866.55	3.5125	3.4545	10.2825	0.2067	4.099	53.035	15.8194	1126.885	1196.38	71.2345	2.65594	977.461	758.503	1.06157
2017-01-15 00:00:00	3296.5	11605.25	22870.0	5050.75	2268.75	1372.285	19852.5	3.5335	3.447	10.2825	0.2067	4.099	52.455	15.87758	1132.415	1203.595	71.3185	2.69398	986.54	751.686	1.06276
2017-01-17 00:00:00	3291.5	11602.0	22895.5	5041.5	2263.125	1354.068	19797.5	3.5805	3.3725	10.601	0.20619	4.178	52.535	16.04074	1135.975	1215.175	70.821	2.6101	977.951	751.084	1.06967
2017-01-19 00:00:00	3280.5	11590.75	22991.5	5057.13	2263.125	1348.785	19722.0	3.6035	3.174	10.626	0.20013	4.091	52.275	15.94317	1129.335	1203.73	70.83	2.60242	957.226	754.156	1.06596
2017-01-22 00:00:00	3273.5	11565.75	22936.5	5044.75	2260.125	1346.64	19759.0	3.6395	3.153	10.598	0.20277	4.153	53.305	16.02228	1134.715	1215.585	70.817	2.60857	982.448	790.267	1.07127
2017-01-24 00:00:00	3290.5	11645.5	23068.5	5103.63	2276.875	1368.322	19911.2	3.6095	3.279	10.506	0.20429	4.124	52.975	15.93537	1127.205	1209.355	70.7345	2.71274	993.846	788.652	1.07284
2017-01-26 00:00:00	3310.5	11838.25	23252.5	5144.0	2292.625	1374.495	20088.0	3.5805	3.2925	10.409	0.20296	4.132	53.735	15.71862	1112.39	1188.41	70.772	2.65673	977.063	725.029	1.06837
2017-01-29 00:00:00	3284.5	11768.0	23252.5	5146.5	2282.375	1361.044	20010.05	3.5455	3.2935	10.38	0.20286	4.062	52.965	16.05251	1114.275	1194.255	69.4115	2.68558	986.336	741.082	1.07173
2017-01-31 00:00:00	3238.5	11587.5	23345.5	5126.88	2276.125	1362.315	19848.8	3.6295	3.1	10.189	0.20397	4.0905	52.785	16.25254	1121.875	1211.735	69.0265	2.71927	996.15	759.268	1.08013
2017-02-02 00:00:00	3252.5	11624.5	23197.5	5128.63	2274.125	1355.181	19860.5	3.6205	3.001	10.314	0.20395	4.226	53.865	16.20942	1128.795	1214.855	69.643	2.6752	997.698	758.327	1.07619
2017-02-05 00:00:00	3273.5	11658.0	23126.5	5149.75	2289.625	1376.646	20028.0	3.6015	3.012	10.233	0.2122	4.183	53.925	16.22171	1132.415	1221.005	69.8045	2.61182	1004.589	748.114	1.07826
2017-02-07 00:00:00	3244.5	11569.25	23247.5	5174.88	2285.875	1358.808	20047.0	3.6565	3.1375	10.373	0.20708	4.2095	51.265	16.54887	1153.785	1232.165	69.7215	2.63006	1004.897	761.577	1.06787
2017-02-09 00:00:00	3289.5	11686.5	23585.0	5212.38	2304.125	1376.485	20170.55	3.6525	2.972	10.458	0.20628	4.329	53.075	16.55774	1151.005	1226.535	69.514	2.6488	1012.617	768.684	1.06573
2017-02-12 00:00:00	3275.5	11671.0	23560.0	5232.5	2315.125	1391.496	20281.5	3.718	2.9655	10.544	0.20467	4.3915	53.855	16.88355	1158.595	1230.33	68.6275	2.77143	1007.634	783.995	1.06189
2017-02-14 00:00:00	3320.5	11808.25	23695.0	5272.75	2334.625	1397.617	20499.0	3.75	2.928	10.4165	0.20428	4.412	53.065	16.97371	1161.395	1228.615	68.416	2.73557	1000.486	780.945	1.05785
2017-02-16 00:00:00	3309.5	11748.5	24036.5	5297.13	2343.625	1396.936	20601.75	3.704	2.8005	10.4025	0.20344	4.386	53.425	16.9446	1160.725	1238.575	68.5025	2.7007	1011.808	792.514	1.06714
2017-02-19 00:00:00	3323.5	11748.5	24036.5	5297.13	2343.625	1397.041	20602.0	3.661	2.778	10.4025	0.20344	4.386	53.425	16.95998	1163.55	1236.29	68.6055	2.70488	1002.993	778.644	1.06254
2017-02-21 00:00:00	3341.5	11748.5	24036.5	5297.13	2343.625	1407.863	20712.5	3.6875	2.591	10.2525	0.20864	4.309	53.425	17.05767	1171.475	1234.895	68.6915	2.73484	1002.189	779.679	1.05414
2017-02-23 00:00:00	3328.5	11748.5	24036.5	5297.13	2343.625	1393.028	20793.0	3.637	2.624	10.0875	0.20166	4.332	53.425	17.18516	1180.445	1249.405	68.6945	2.63619	1009.521	773.486	1.05842
2017-02-26 00:00:00	3313.5	11818.5	23936.0	5348.88	2367.375	1396.084	20817.5	3.608	2.612	10.1495	0.19845	4.2675	53.985	17.3834	1190.175	1255.955	68.472	2.67502	1025.572	770.544	1.05523
2017-02-28 00:00:00	3317.5	11828.25	23797.5	5332.63	2364.875	1384.202	20826.8	3.733	2.677	10.2435	0.1939	4.236	53.915	17.3176	1179.015	1246.105	68.0925	2.69826	1020.078	770.093	1.05692
2017-03-02 00:00:00	3375.5	12011.5	23634.5	5360.0	2379.875	1391.521	21003.5	3.702	2.8445	10.2575	0.19528	4.306	52.695	16.96373	1175.755	1235.415	69.3115	2.66711	991.706	769.223	1.05071
2017-03-05 00:00:00	3394.5	11989.25	23607.5	5348.63	2370.875	1381.925	20907.5	3.711	2.8375	10.268	0.19675	4.372	53.265	16.89604	1164.525	1236.905	68.9285	2.67938	999.373	774.078	1.0621
2017-03-07 00:00:00	3380.5	11930.25	23651.5	5345.0	2363.875	1370.943	20903.5	3.655	2.785	10.1425	0.1844	4.378	52.875	16.56172	1150.715	1216.305	69.483	2.60052	962.089	771.701	1.05696
2017-03-09 00:00:00	3422.5	12009.25	23498.5	5371.5	2369.625	1363.462	20890.0	3.602	3.027	10.0145	0.18138	4.278	49.545	16.00143	1134.045	1199.845	70.8965	2.56437	935.404	746.255	1.05794
2017-03-12 00:00:00	3418.5	11967.0	23602.5	5377.625	2370.0	1359.768	20877.55	3.547	3.027	9.9685	0.18385	4.233	48.155	15.90591	1129.295	1206.215	70.9335	2.5898	942.949	749.288	1.06896
2017-03-14 00:00:00	3404.5	11999.75	23732.5	5381.13	2367.5	1364.838	20857.55	3.579	2.8995	9.8915	0.18224	4.148	48.425	15.94748	1130.145	1198.985	70.919	2.62946	938.218	743.476	1.06122
2017-03-16 00:00:00	3434.5	12047.25	24360.5	5415.0	2378.875	1386.5595	20929.75	3.599	2.878	9.9245	0.18352	4.196	48.785	16.06882	1138.665	1226.465	70.852	2.66267	957.834	765.808	1.07718
2017-03-19 00:00:00	3362.5	12077.75	24338.5	5404.13	2372.625	1390.1145	20900.55	3.575	2.879	9.9445	0.18365	4.248	48.675	16.21141	1145.555	1230.625	70.702	2.66525	966.028	777.832	1.07424
2017-03-21 00:00:00	3335.5	11902.5	24308.0	5332.5	2338.625	1344.538	20640.5	3.53	3.063	9.9215	0.17325	4.126	48.135	16.21944	1152.125	1245.825	71.0485	2.596	971.506	785.885	1.08125
2017-03-23 00:00:00	3375.5	12083.0	24429.5	5361.5	2342.875	1354.567	20672.5	3.516	3.119	9.8275	0.17664	4.08	47.745	16.318	1154.525	1244.895	70.822	2.6332	962.167	800.701	1.07834
2017-03-26 00:00:00	3348.5	12025.5	24233.5	5345.0	2329.875	1343.71	20529.5	3.513	3.119	9.6935	0.17763	4.127	48.175	16.45238	1154.845	1252.775	70.2295	2.61039	969.269	809.664	1.08456
2017-03-28 00:00:00	3399.5	12198.75	24495.5	5409.75	2353.125	1367.39	20694.0	3.537	3.0885	9.6365	0.17611	4.118	48.485	16.77681	1156.835	1251.125	68.8915	2.66105	953.362	792.703	1.08166
2017-03-30 00:00:00	3402.5	12251.25	24323.5	5438.0	2364.505	1381.281	20700.5	3.601	3.1455	9.5525	0.16878	4.106	50.265	16.96491	1163.995	1243.635	68.6	2.65472	949.598	794.871	1.06878
2017-04-01 00:00:00	3428.5	12342.75	24168.5	5436.125	2357.625	1384.771	20648.5	3.618	3.122	9.3835	0.16848	4.151	50.82	17.14785	1172.605	1249.27	68.3415	2.64444	950.39	798.921	1.06538
2017-04-03 00:00:00	3404.5	12275.25	24212.5	5433.13	2354.5	1369.108	20623.5	3.588	3.088	9.3335	0.1652	4.158	50.265	17.1356	1176.235	1254.665	68.6825	2.596	959.863	804.438	1.06698
2017-04-05 00:00:00	3381.5	12166.0	24302.5	5417.0	2347.125	1345.006	20602.5	3.568	3.215	9.3925	0.16157	4.191	50.955	17.19079	1177.495	1256.285	68.6075	2.66113	962.826	810.277	1.0672
2017-04-07 00:00:00	3408.5	12213.25	24324.5	5426.38	2355.625	1366.008	20657.0	3.568	3.1865	9.3325	0.16606	4.132	51.725	17.14081	1176.045	1251.715	68.605	2.64489	957.164	804.936	1.06441
2017-04-09 00:00:00	3427.5	12260.0	24349.0	5424.88	2353.625	1363.35	20655.5	3.627	3.201	9.3875	0.1682	4.143	52.495	17.01704	1185.805	1254.485	69.7045	2.62754	953.266	800.96	1.05808
2017-04-11 00:00:00	3411.5	12199.0	24022.5	5400.13	2350.875	1377.988	20619.5	3.654	3.131	9.3845	0.16809	4.2505	53.375	17.32644	1201.975	1274.615	69.42	2.59604	969.153	806.052	1.06105
2017-04-13 00:00:00	3395.5	12162.5	24128.5	5374.13	2340.625	1357.357	20550.0	3.654	3.2005	9.4235	0.16798	4.244	52.955	17.35709	1206.065	1286.575	69.5035	2.53096	973.245	801.926	1.06151
2017-04-16 00:00:00	3395.5	12162.5	24128.5	5352.75	2325.625	1343.485	20429.0	3.64	3.1695	9.5545	0.16728	4.233	52.965	17.54603	1219.845	1293.625	69.5265	2.56511	981.573	798.04	1.06098
2017-04-18 00:00:00	3342.5	12044.25	23869.0	5391.63	2337.625	1361.266	20475.5	3.592	3.1265	9.4305	0.16817	4.1485	52.315	17.06588	1201.415	1289.075	70.4275	2.52112	977.961	773.944	1.07277
2017-04-20 00:00:00	3375.5	12068.0	24110.5	5447.38	2352.625	1382.799	20579.5	3.551	3.094	9.425	0.16395	4.003	50.805	16.8248	1195.965	1281.395	71.0865	2.53745	977.109	804.546	1.07144
