Date,EURUSD,FRXEUR,NSXUSD,HKXHKD,GRXEUR
8/12/2014,4740.69,4375.48,4740.69,24047.6699,10014.9902
9/12/2014,4766.47,4263.9399,4766.47,23485.8301,9793.71
10/12/2014,4684.02,4227.9102,4684.02,23524.5195,9799.7305
11/12/2014,4708.16,4225.8599,4708.16,23312.5391,9862.5303
12/12/2014,4653.6,4108.9302,4653.6,23249.1992,9594.7305
15/12/2014,4605.16,4005.3799,4605.16,23027.8496,9334.0098
16/12/2014,4547.83,4093.2,4547.83,22670.5,9563.8896
17/12/2014,4644.31,4111.9102,4644.31,22585.8398,9544.4297
18/12/2014,4748.4,4249.4902,4748.4,22832.2109,9811.0596
19/12/2014,4765.38,4241.6499,4765.38,23116.6309,9786.96
22/12/2014,4781.42,4254.4302,4781.42,23408.5703,9865.7598
23/12/2014,4765.42,4314.9702,4765.42,23333.6895,9922.1104
24/12/2014,4773.47,4295.8501,4773.47,23349.3398,#N/A
26/12/2014,4806.86,#N/A,4806.86,#N/A,#N/A
29/12/2014,4806.91,4317.9302,4806.91,23773.1797,9927.1299
30/12/2014,4777.44,4245.54,4777.44,23501.0996,9805.5498
31/12/2014,4736.05,4272.75,4736.05,23605.0391,#N/A
2/1/2015,4726.81,4252.29,4726.81,23721.3008,9764.7305
5/1/2015,4652.57,4111.3599,4652.57,23721.3203,9473.1602
6/1/2015,4592.74,4083.5,4592.74,23485.4102,9469.6602
7/1/2015,4650.47,4112.73,4650.47,23681.2598,9518.1797
8/1/2015,4736.19,4260.1899,4736.19,23835.5293,9837.6104
9/1/2015,4704.07,4179.0698,4704.07,23919.9492,9648.5
12/1/2015,4664.71,4228.2402,4664.71,24026.4609,9781.9004
13/1/2015,4661.5,4290.2798,4661.5,24215.9707,9941
14/1/2015,4639.32,4223.2402,4639.32,24112.5996,9817.0801
15/1/2015,4570.82,4323.2002,4570.82,24350.9102,10032.6104
16/1/2015,4634.38,4379.6201,4634.38,24103.5195,10167.7695
20/1/2015,4654.85,4446.02,4654.85,23951.1602,10257.1299
21/1/2015,4667.42,4484.8198,4667.42,24352.5801,10299.2305
22/1/2015,4750.4,4552.7998,4750.4,24522.6309,10435.6201
23/1/2015,4757.88,4640.6899,4757.88,24850.4492,10649.5801
26/1/2015,4771.76,4675.1299,4771.76,24909.9004,10798.3301
27/1/2015,4681.5,4624.21,4681.5,24807.2793,10628.5801
28/1/2015,4637.99,4610.9399,4637.99,24861.8106,10710.9697
29/1/2015,4683.41,4631.4302,4683.41,24595.8496,10737.8701
30/1/2015,4635.24,4604.25,4635.24,24507.0508,10694.3203
2/2/2015,4676.69,4627.6699,4676.69,24484.7402,10828.0098
3/2/2015,4727.74,4677.8999,4727.74,24554.7793,10890.9502
4/2/2015,4716.7,4696.2998,4716.7,24679.7598,10911.3203
5/2/2015,4765.1,4703.2998,4765.1,24765.4902,10905.4102
6/2/2015,4744.4,4691.0298,4744.4,24679.3906,10846.3897
9/2/2015,4726.01,4651.0801,4726.01,24521,10663.5098
10/2/2015,4787.64,4695.6499,4787.64,24528.0996,10753.8301
11/2/2015,4801.18,4679.3799,4801.18,24315.0195,10752.1104
12/2/2015,4857.61,4726.2002,4857.61,24422.1504,10919.6504
13/2/2015,4893.84,4759.3599,4893.84,24682.5391,10963.4004
17/2/2015,4899.27,4753.9902,4899.27,24784.8809,10895.6201
18/2/2015,4906.36,4799.0298,4906.36,24832.0801,10961
19/2/2015,4924.7,4833.2798,4924.7,#N/A,11001.9404
20/2/2015,4955.97,4830.8999,4955.97,#N/A,11050.6397
23/2/2015,4960.97,4862.2998,4960.97,24836.7598,11130.9199
24/2/2015,4968.12,4886.4399,4968.12,24750.0703,11205.7402
25/2/2015,4967.14,4882.2202,4967.14,24778.2793,11210.2695
26/2/2015,4987.89,4910.6201,4987.89,24902.0606,11327.1904
27/2/2015,4963.53,4951.48,4963.53,24823.2891,11401.6602
2/3/2015,5008.1,4917.3198,5008.1,24887.4395,11410.3604
3/3/2015,4979.9,4869.25,4979.9,24702.7793,11280.3604
4/3/2015,4967.14,4917.3501,4967.14,24465.3809,11390.3799
5/3/2015,4982.81,4963.5098,4982.81,24193.0391,11504.0098
6/3/2015,4927.37,4964.3501,4927.37,24164,11550.9697
9/3/2015,4942.44,4937.2002,4942.44,24123.0508,11582.1104
10/3/2015,4859.79,4881.9502,4859.79,23896.9805,11500.3799
11/3/2015,4849.94,4997.75,4849.94,23717.9707,11805.9902
12/3/2015,4893.29,4987.3301,4893.29,23797.9609,11799.3897
13/3/2015,4871.76,5010.46,4871.76,23823.2109,11901.6104
16/3/2015,4929.51,5061.1602,4929.51,23949.5508,12167.7197
17/3/2015,4937.43,5028.9302,4937.43,23901.4902,11980.8496
18/3/2015,4982.83,5033.4199,4982.83,24120.0801,11922.7695
19/3/2015,4992.38,5037.1802,4992.38,24468.8906,11899.4004
20/3/2015,5026.42,5087.4902,5026.42,24375.2402,12039.3701
23/3/2015,5010.97,5054.52,5010.97,24494.5098,11895.8398
24/3/2015,4994.73,5088.2798,4994.73,24399.5996,12005.6904
25/3/2015,4876.52,5020.9902,4876.52,24528.2305,11865.3203
26/3/2015,4863.36,5006.3501,4863.36,24497.0801,11843.6797
27/3/2015,4891.22,5034.0601,4891.22,24486.1992,11868.3301
30/3/2015,4947.44,5083.52,4947.44,24855.1191,12086.0098
31/3/2015,4900.88,5033.6401,4900.88,24900.8906,11966.1699
1/4/2015,4880.23,5062.2202,4880.23,25082.75,12001.3799
2/4/2015,4886.94,5074.1401,4886.94,25275.6406,11967.3897
6/4/2015,4917.32,#N/A,4917.32,#N/A,#N/A
7/4/2015,4910.23,5151.1899,4910.23,25275.6406,12123.5195
8/4/2015,4950.82,5136.8599,4950.82,26236.8594,12035.8604
9/4/2015,4974.56,5208.9502,4974.56,26944.3906,12166.4404
10/4/2015,4995.98,5240.46,4995.98,27272.3906,12374.7305
13/4/2015,4988.25,5254.1201,4988.25,28016.3398,12338.7305
14/4/2015,4977.29,5218.0601,4977.29,27561.4902,12227.5996
15/4/2015,5011.02,5254.3501,5011.02,27618.8203,12231.3398
16/4/2015,5007.79,5224.4902,5007.79,27739.7109,11998.8604
17/4/2015,4931.81,5143.2598,4931.81,27653.1191,11688.7002
20/4/2015,4994.6,5187.5898,4994.6,27094.9297,11891.9102
21/4/2015,5014.1,5192.6401,5014.1,27850.4902,11939.5801
22/4/2015,5035.17,5211.0898,5035.17,27933.8496,11867.3701
23/4/2015,5056.06,5178.9102,5056.06,27827.6992,11723.5801
24/4/2015,5092.08,5201.4502,5092.08,28060.9805,11810.8496
27/4/2015,5060.25,5268.9102,5060.25,28433.5898,12039.1602
28/4/2015,5055.42,5173.3799,5055.42,28442.75,11811.6602
29/4/2015,5023.64,5039.3901,5023.64,28400.3398,11432.7197
30/4/2015,4941.42,5046.4902,4941.42,28133,11454.3799
1/5/2015,5005.39,#N/A,5005.39,28133,#N/A
4/5/2015,5016.93,5081.9702,5016.93,28123.8203,11619.8496
5/5/2015,4939.33,4974.0698,4939.33,27755.5391,11327.6797
6/5/2015,4919.64,4981.5898,4919.64,27640.9102,11350.1504
7/5/2015,4945.54,4967.2202,4945.54,27289.9707,11407.9697
8/5/2015,5003.55,5090.3901,5003.55,27577.3398,11709.7305
11/5/2015,4993.57,5027.8701,4993.57,27718.1992,11673.3496
12/5/2015,4976.19,4974.6499,4976.19,27407.1797,11472.4102
13/5/2015,4981.69,4961.8599,4981.69,27249.2793,11351.46
14/5/2015,5050.8,5029.3101,5050.8,27286.5508,11559.8203
15/5/2015,5048.29,4993.8198,5048.29,27822.2793,11447.0303
18/5/2015,5078.44,5012.3101,5078.44,27591.25,11594.2803
19/5/2015,5070.03,5117.2998,5070.03,27693.5391,11853.3301
20/5/2015,5071.74,5133.2998,5071.74,27585.0508,11848.4697
21/5/2015,5090.79,5146.7002,5090.79,27523.7207,11864.5898
22/5/2015,5089.36,5142.8901,5089.36,27992.8301,11815.0098
26/5/2015,5032.75,5083.54,5032.75,28249.8594,11625.1299
27/5/2015,5106.593,5182.5298,5106.593,28081.2109,11771.1299
28/5/2015,5097.976,5137.8301,5097.976,27454.3106,11677.5703
29/5/2015,5070.026,5007.8901,5070.026,27424.1895,11413.8203
1/6/2015,5082.929,5025.2998,5082.929,27597.1602,11436.0498
2/6/2015,5076.524,5004.46,5076.524,27466.7207,11328.7998
3/6/2015,5099.231,5034.1699,5099.231,27657.4707,11419.6201
4/6/2015,5059.125,4987.1299,5059.125,27551.8906,11340.5996
5/6/2015,5068.458,4920.7402,5068.458,27260.1602,11197.1504
8/6/2015,5021.627,4857.6602,5021.627,27316.2793,11064.9199
9/6/2015,5013.865,4850.2202,5013.865,26989.5195,11001.29
10/6/2015,5076.689,4934.9102,5076.689,26687.6406,11265.3897
11/6/2015,5082.509,4971.3701,5082.509,26907.8496,11332.7803
12/6/2015,5051.102,4901.1899,5051.102,27280.5391,11196.4902
15/6/2015,5029.973,4815.3599,5029.973,26861.8106,10984.9697
16/6/2015,5055.553,4839.8599,5055.553,26566.6992,11044.0098
17/6/2015,5064.881,4790.6201,5064.881,26753.7891,10978.0098
18/6/2015,5132.949,4803.48,5132.949,26694.6602,11100.2998
19/6/2015,5117.001,4815.3701,5117.001,26760.5293,11040.0996
22/6/2015,5153.972,4998.6099,5153.972,27080.8496,11460.5
23/6/2015,5160.095,5057.6802,5160.095,27333.4609,11542.54
24/6/2015,5122.414,5045.3501,5122.414,27404.9707,11471.2598
25/6/2015,5112.19,5041.71,5112.19,27145.75,11473.1299
26/6/2015,5080.505,5059.1699,5080.505,26663.8691,11492.4297
29/6/2015,4958.468,4869.8198,4958.468,25966.9805,11083.2002
30/6/2015,4986.867,4790.2002,4986.867,26250.0293,10944.9697
1/7/2015,5013.124,4883.1899,5013.124,#N/A,11180.5
2/7/2015,5009.214,4835.5601,5009.214,26282.3203,11099.3496
6/7/2015,4991.94,4711.54,4991.94,25236.2793,10890.6299
7/7/2015,4997.459,4604.6401,4997.459,24975.3106,10676.7803
8/7/2015,4909.761,4639.02,4909.761,23516.5606,10747.2998
9/7/2015,4922.397,4757.2202,4922.397,24392.7891,10996.4102
10/7/2015,4997.696,4903.0698,4997.696,24901.2793,11315.6299
13/7/2015,5071.512,4998.1001,5071.512,25224.0098,11484.3799
14/7/2015,5104.891,5032.4702,5104.891,25120.9102,11516.9004
15/7/2015,5098.941,5047.2402,5098.941,25055.7598,11539.6602
16/7/2015,5163.184,5121.5,5163.184,25162.7793,11716.7598
17/7/2015,5210.143,5124.3901,5210.143,25415.2695,11673.4199
20/7/2015,5218.859,5142.4902,5218.859,25404.8106,11735.7197
21/7/2015,5208.12,5106.5698,5208.12,25536.4297,11604.7998
22/7/2015,5171.77,5082.5698,5171.77,25282.6191,11520.6699
23/7/2015,5146.409,5086.7402,5146.409,25398.8496,11512.1104
24/7/2015,5088.629,5057.3599,5088.629,25128.5098,11347.4502
27/7/2015,5039.776,4927.6001,5039.776,24351.9609,11056.4004
28/7/2015,5089.207,4977.3198,5089.207,24503.9395,11173.9102
29/7/2015,5111.733,5017.4399,5111.733,24619.4492,11211.8496
30/7/2015,5128.785,5046.4199,5128.785,24497.9805,11257.1504
31/7/2015,5128.281,5082.6099,5128.281,24636.2793,11308.9902
3/8/2015,5115.382,5120.52,5115.382,24411.4199,11443.7197
4/8/2015,5105.546,5112.1401,5105.546,24406.1191,11456.0703
5/8/2015,5139.945,5196.73,5139.945,24514.1602,11636.2998
6/8/2015,5056.44,5192.1099,5056.44,24375.2793,11585.0996
7/8/2015,5043.544,5154.75,5043.544,24552.4707,11490.8301
10/8/2015,5101.799,5195.4102,5101.799,24521.1191,11604.7803
11/8/2015,5036.79,5099.0298,5036.79,24498.2109,11293.6504
12/8/2015,5044.387,4925.4302,5044.387,23916.0195,10924.6104
13/8/2015,5033.558,4986.8501,5033.558,24018.8008,11014.6299
14/8/2015,5048.235,4956.4702,5048.235,23991.0293,10985.1397
17/8/2015,5091.699,4984.8301,5091.699,23814.6504,10940.3301
18/8/2015,5059.347,4971.25,5059.347,23474.9707,10915.9199
19/8/2015,5019.051,4884.1001,5019.051,23167.8496,10682.1504
20/8/2015,4877.487,4783.5498,4877.487,22757.4707,10432.1904
21/8/2015,4706.039,4630.9902,4706.039,22409.6191,10124.5195
24/8/2015,4526.249,4383.46,4526.249,21251.5703,9648.4297
25/8/2015,4506.488,4564.8599,4506.488,21404.9609,10128.1201
26/8/2015,4697.537,4501.0498,4697.537,21080.3906,9997.4297
27/8/2015,4812.708,4658.1802,4812.708,21838.5391,10315.6201
28/8/2015,4828.325,4675.1299,4828.325,21612.3906,10298.5303
31/8/2015,4776.508,4652.9502,4776.508,21670.5801,10259.46
1/9/2015,4636.105,4541.1602,4636.105,21185.4297,10015.5703
2/9/2015,4749.979,4554.9199,4749.979,20934.9395,10048.0498
3/9/2015,4733.497,4653.79,4733.497,#N/A,10317.8398
4/9/2015,4683.918,4523.0801,4683.918,20840.6094,10038.04
8/9/2015,4811.93,4598.2598,4811.93,21259.0391,10271.3604
9/9/2015,4756.528,4664.5898,4756.528,22131.3106,10303.1201
10/9/2015,4796.251,4596.5298,4796.251,21562.5,10210.4404
11/9/2015,4822.341,4548.7202,4822.341,21504.3691,10123.5596
14/9/2015,4805.763,4518.1499,4805.763,21561.9004,10131.7402
15/9/2015,4860.52,4569.3701,4860.52,21455.2305,10188.1299
16/9/2015,4889.239,4645.8398,4889.239,21966.6602,10227.21
17/9/2015,4893.949,4655.1401,4893.949,21854.6309,10229.5801
18/9/2015,4827.228,4535.8501,4827.228,21920.8301,9916.1602
21/9/2015,4828.955,4585.5,4828.955,21756.9297,9948.5098
22/9/2015,4756.723,4428.5098,4756.723,21796.5801,9570.6602
23/9/2015,4752.744,4432.8301,4752.744,21302.9102,9612.6201
24/9/2015,4734.479,4347.2402,4734.479,21095.9805,9427.6396
25/9/2015,4686.496,4480.6602,4686.496,21186.3203,9688.5303
28/9/2015,4543.969,4357.0498,4543.969,#N/A,9483.5498
29/9/2015,4517.321,4343.73,4517.321,20556.5996,9450.4004
30/9/2015,4620.165,4455.29,4620.165,20846.3008,9660.4404
1/10/2015,4627.084,4426.54,4627.084,#N/A,9509.25
2/10/2015,4707.775,4458.8799,4707.775,21506.0898,9553.0703
5/10/2015,4781.264,4616.8999,4781.264,21854.5,9814.79
6/10/2015,4748.36,4660.6401,4748.36,21831.6191,9902.8301
7/10/2015,4791.152,4667.3398,4791.152,22515.7598,9970.4004
8/10/2015,4810.788,4675.9102,4810.788,22354.9102,9993.0703
9/10/2015,4830.47,4701.3901,4830.47,22458.8008,10096.5996
12/10/2015,4838.643,4688.7002,4838.643,22730.9297,10119.8301
13/10/2015,4796.609,4643.3799,4796.609,22600.4609,10032.8203
14/10/2015,4782.848,4609.0298,4782.848,22439.9102,9915.8496
15/10/2015,4870.1,4675.29,4870.1,22888.1699,10064.7998
16/10/2015,4886.688,4702.79,4886.688,23067.3691,10104.4297
19/10/2015,4905.471,4704.0698,4905.471,23075.6094,10164.3096
20/10/2015,4880.972,4673.8101,4880.972,22989.2207,10147.6797
21/10/2015,4840.117,4695.1001,4840.117,#N/A,10238.0996
22/10/2015,4920.05,4802.1802,4920.05,22845.3691,10491.9697
23/10/2015,5031.864,4923.6401,5031.864,23151.9395,10794.54
26/10/2015,5034.704,4897.1299,5034.704,23116.25,10801.3398
27/10/2015,5030.145,4847.0698,5030.145,23142.7305,10692.1904
28/10/2015,5095.69,4890.5801,5095.69,22956.5703,10831.96
29/10/2015,5074.274,4885.8198,5074.274,22819.9395,10800.8398
30/10/2015,5053.749,4897.6602,5053.749,22640.0391,10850.1397
2/11/2015,5127.145,4916.21,5127.145,22370.0391,10950.6699
3/11/2015,5145.126,4936.1802,5145.126,22568.4297,10951.1504
4/11/2015,5142.479,4948.29,5142.479,23053.5703,10845.2402
5/11/2015,5127.738,4980.04,5127.738,23051.0391,10887.7402
6/11/2015,5147.121,4984.1499,5147.121,22867.3301,10988.0303
9/11/2015,5095.302,4911.1699,5095.302,22726.7695,10815.4502
10/11/2015,5083.244,4912.1602,5083.244,22401.6992,10832.5195
11/11/2015,5067.02,4952.5098,5067.02,22352.1699,10907.8701
12/11/2015,5005.079,4856.6499,5005.079,22888.9199,10782.6299
13/11/2015,4927.883,4807.9502,4927.883,22396.1406,10708.4004
16/11/2015,4984.617,4804.3101,4984.617,22010.8203,10713.2305
17/11/2015,4986.015,4937.3101,4986.015,22264.25,10971.04
18/11/2015,5075.203,4906.7202,5075.203,22188.2598,10959.9502
19/11/2015,5073.639,4915.1001,5073.639,22500.2207,11085.4404
20/11/2015,5104.918,4910.9702,5104.918,22754.7207,11119.8301
23/11/2015,5102.478,4889.1201,5102.478,22665.9004,11092.3096
24/11/2015,5102.808,4820.2798,5102.808,22587.6309,10933.9902
25/11/2015,5116.143,4892.9902,5116.143,22498,11169.54
27/11/2015,5127.524,4930.1401,5127.524,22068.3203,11293.7598
30/11/2015,5108.666,4957.6001,5108.666,21996.4199,11382.2305
1/12/2015,5156.307,4914.5298,5156.307,22381.3496,11261.2402
2/12/2015,5123.222,4905.7598,5123.222,22479.6895,11190.0195
3/12/2015,5037.527,4730.21,5037.527,22417.0098,10789.2402
4/12/2015,5142.271,4714.79,5142.271,22235.8906,10752.0996
7/12/2015,5101.812,4756.4102,5101.812,22203.2207,10886.0898
8/12/2015,5098.243,4681.8599,5098.243,21905.1309,10673.5996
9/12/2015,5022.865,4637.4502,5022.865,21803.7598,10592.4902
10/12/2015,5045.172,4635.0601,5045.172,21704.6094,10598.9297
11/12/2015,4933.465,4549.5601,4933.465,21464.0508,10340.0596
14/12/2015,4952.229,4473.0698,4952.229,21309.8496,10139.3398
15/12/2015,4995.357,4614.3999,4995.357,21274.3691,10450.3799
16/12/2015,5071.132,4624.6699,5071.132,21701.2109,10469.2598
17/12/2015,5002.553,4677.54,5002.553,21872.0606,10738.1201
18/12/2015,4923.082,4625.2598,4923.082,21755.5606,10608.1904
21/12/2015,4968.922,4565.1699,4968.922,21791.6797,10497.7695
22/12/2015,5001.11,4567.6001,5001.11,21830.0195,10488.75
23/12/2015,5045.932,4674.5298,5045.932,22040.5898,10727.6397
24/12/2015,5048.492,4663.1802,5048.492,22138.1309,#N/A
28/12/2015,5040.985,4617.9502,5040.985,21919.6191,10653.9102
29/12/2015,5107.938,4701.3599,5107.938,21999.6191,10860.1397
30/12/2015,5065.846,4677.1401,5065.846,21882.1504,10743.0098
31/12/2015,5007.412,4637.0601,5007.412,21914.4004,#N/A
4/1/2016,4903.089,4522.4502,4903.089,21327.1191,10283.4404
5/1/2016,4891.43,4537.6299,4891.43,21188.7207,10310.0996
6/1/2016,4835.765,4480.4702,4835.765,20980.8106,10214.0195
7/1/2016,4689.426,4403.5801,4689.426,20333.3398,9979.8496
8/1/2016,4643.631,4333.7598,4643.631,20453.7109,9849.3398
11/1/2016,4637.989,4312.7402,4637.989,19888.5,9825.0703
12/1/2016,4685.919,4378.75,4685.919,19711.7598,9985.4297
13/1/2016,4526.064,4391.9399,4526.064,19934.8809,9960.96
14/1/2016,4615.003,4312.8901,4615.003,19817.4102,9794.2002
15/1/2016,4488.417,4210.1602,4488.417,19520.7695,9545.2695
19/1/2016,4476.95,4272.2598,4476.95,19635.8106,9664.21
20/1/2016,4471.686,4124.9502,4471.686,18886.3008,9391.6396
21/1/2016,4472.056,4206.3999,4472.056,18542.1504,9574.1602
22/1/2016,4591.18,4336.6899,4591.18,19080.5098,9764.8799
25/1/2016,4518.491,4311.3301,4518.491,19340.1406,9736.1504
26/1/2016,4567.673,4356.8101,4567.673,18860.8008,9822.75
27/1/2016,4468.167,4380.3599,4468.167,19052.4492,9880.8203
28/1/2016,4506.676,4322.1602,4506.676,19195.8301,9639.5898
29/1/2016,4613.953,4417.02,4613.953,19683.1094,9798.1104
1/2/2016,4620.367,4392.3301,4620.367,19595.5,9757.8799
2/2/2016,4516.946,4283.9902,4516.946,19446.8398,9581.04
3/2/2016,4504.238,4226.96,4504.238,18991.5898,9434.8203
4/2/2016,4509.559,4228.5298,4509.559,19183.0898,9393.3604
5/2/2016,4363.144,4200.6699,4363.144,19288.1699,9286.2305
8/2/2016,4283.753,4066.3101,4283.753,#N/A,8979.3604
9/2/2016,4268.763,3997.54,4268.763,#N/A,8879.4004
10/2/2016,4283.592,4061.2,4283.592,#N/A,9017.29
11/2/2016,4266.837,3896.71,4266.837,18545.8008,8752.8701
12/2/2016,4337.512,3995.0601,4337.512,18319.5801,8967.5098
16/2/2016,4435.956,4110.6602,4435.956,19122.0801,9135.1104
17/2/2016,4534.064,4233.4702,4534.064,18924.5703,9377.21
18/2/2016,4487.537,4239.7598,4487.537,19363.0801,9463.6396
19/2/2016,4504.429,4223.04,4504.429,19285.5,9388.0498
22/2/2016,4570.607,4298.7002,4570.607,19464.0898,9573.5898
23/2/2016,4503.583,4238.4199,4503.583,19414.7793,9416.7695
24/2/2016,4542.606,4155.3398,4542.606,19192.4492,9167.7998
25/2/2016,4582.205,4248.4502,4582.205,18888.75,9331.4805
26/2/2016,4590.473,4314.5698,4590.473,19364.1504,9513.2998
29/2/2016,4557.95,4353.5498,4557.95,19111.9297,9495.4004
1/3/2016,4689.595,4406.8398,4689.595,19407.4609,9717.1602
2/3/2016,4703.422,4424.8901,4703.422,20003.4902,9776.6201
3/3/2016,4707.422,4416.0801,4707.422,19941.7598,9751.9199
4/3/2016,4717.021,4456.6201,4717.021,20176.6992,9824.1699
7/3/2016,4708.254,4442.29,4708.254,20159.7207,9778.9297
8/3/2016,4648.825,4404.02,4648.825,20011.5801,9692.8203
9/3/2016,4674.378,4425.6499,4674.378,19996.2598,9723.0898
10/3/2016,4662.156,4350.3501,4662.156,19984.4199,9498.1504
11/3/2016,4748.466,4492.79,4748.466,20199.5996,9831.1299
14/3/2016,4750.28,4506.5898,4750.28,20435.3398,9990.2598
15/3/2016,4728.668,4472.6299,4728.668,20288.7695,9933.8496
16/3/2016,4763.97,4463,4763.97,20257.6992,9983.4102
17/3/2016,4774.985,4442.8901,4774.985,20503.8106,9892.2002
18/3/2016,4795.647,4462.5098,4795.647,20671.6309,9950.7998
21/3/2016,4808.872,4427.7998,4808.872,20684.1504,9948.6396
22/3/2016,4821.659,4431.9702,4821.659,20666.75,9990
23/3/2016,4768.861,4423.98,4768.861,20615.2305,10022.9297
24/3/2016,4773.505,4329.6802,4773.505,20345.6094,9851.3496
28/3/2016,4766.787,#N/A,4766.787,#N/A,#N/A
29/3/2016,4846.623,4366.6699,4846.623,20366.3008,9887.9404
30/3/2016,4869.294,4444.4199,4869.294,20803.3906,10046.6104
31/3/2016,4869.848,4385.0601,4869.848,20776.6992,9965.5098
1/4/2016,4914.542,4322.2402,4914.542,20498.9199,9794.6396
4/4/2016,4891.795,4345.2202,4891.795,20498.9199,9822.0801
5/4/2016,4843.933,4250.2798,4843.933,20177,9563.3604
6/4/2016,4920.715,4284.6401,4920.715,20206.6699,9624.5098
7/4/2016,4848.366,4245.9102,4848.366,20266.0508,9530.6201
8/4/2016,4850.689,4303.1201,4850.689,20370.4004,9622.2598
11/4/2016,4833.399,4312.6299,4833.399,20440.8106,9682.9902
12/4/2016,4872.091,4345.9102,4872.091,20504.4395,9761.4697
13/4/2016,4947.42,4490.3101,4947.42,21158.7109,10026.0996
14/4/2016,4945.886,4511.5098,4945.886,21337.8106,10093.6504
15/4/2016,4938.216,4495.1699,4938.216,21316.4707,10051.5703
18/4/2016,4960.017,4506.8398,4960.017,21161.5,10120.3096
19/4/2016,4940.33,4566.48,4940.33,21436.2109,10349.5898
20/4/2016,4948.13,4591.9199,4948.13,21236.3106,10421.29
21/4/2016,4945.886,4582.8301,4945.886,21622.25,10435.7305
22/4/2016,4906.228,4569.6602,4906.228,21467.0391,10373.4902
25/4/2016,4895.786,4546.1201,4895.786,21304.4395,10294.3496
26/4/2016,4888.283,4533.1802,4888.283,21407.2695,10259.5898
27/4/2016,4863.141,4559.3999,4863.141,21361.5996,10299.8301
28/4/2016,4805.291,4557.3599,4805.291,21388.0293,10321.1504
29/4/2016,4775.358,4428.96,4775.358,21067.0508,10038.9697
2/5/2016,4817.594,4442.75,4817.594,#N/A,10123.2695
3/5/2016,4763.224,4371.98,4763.224,20676.9395,9926.7695
4/5/2016,4725.64,4324.23,4725.64,20525.8301,9828.25
5/5/2016,4717.094,4319.46,4717.094,20449.8203,9851.8604
6/5/2016,4736.155,4301.2402,4736.155,20109.8691,9869.9502
9/5/2016,4750.209,4322.8101,4750.209,20156.8106,9980.4902
10/5/2016,4809.88,4338.21,4809.88,20242.6797,10045.4404
11/5/2016,4760.688,4316.6699,4760.688,20055.2891,9975.3203
12/5/2016,4737.334,4293.27,4737.334,19915.4609,9862.1201
13/5/2016,4717.676,4319.9902,4717.676,19719.2891,9952.9004
16/5/2016,4775.459,4312.2798,4775.459,19883.9492,#N/A
17/5/2016,4715.733,4297.5698,4715.733,20118.8008,9890.1904
18/5/2016,4739.119,4319.2998,4739.119,19826.4102,9943.2305
19/5/2016,4712.533,4282.54,4712.533,19694.3301,9795.8896
20/5/2016,4769.558,4353.8999,4769.558,19852.1992,9916.0195
23/5/2016,4765.782,4325.1001,4765.782,19809.0293,9842.29
24/5/2016,4861.056,4431.52,4861.056,19830.4297,10057.3096
25/5/2016,4894.891,4481.6401,4894.891,20368.0508,10205.21
26/5/2016,4901.766,4512.6401,4901.766,20397.1094,10272.71
27/5/2016,4933.505,4514.7402,4933.505,20576.7695,10286.3096
31/5/2016,4948.055,4505.6201,4948.055,20815.0898,10262.7402
1/6/2016,4952.251,4475.3901,4952.251,20760.9805,10204.4404
2/6/2016,4971.363,4466,4971.363,20859.2207,10208
3/6/2016,4942.517,4421.7798,4942.517,20947.2402,10103.2598
6/6/2016,4968.713,4423.3799,4968.713,21030.2207,10121.0801
7/6/2016,4961.753,4475.8599,4961.753,21328.2402,10287.6797
8/6/2016,4974.642,4448.73,4974.642,21297.8809,10217.0303
9/6/2016,4958.616,4405.6099,4958.616,#N/A,10088.8701
10/6/2016,4894.548,4306.7202,4894.548,21042.6406,9834.6201
13/6/2016,4848.44,4227.02,4848.44,20512.9902,9657.4404
14/6/2016,4843.551,4130.3301,4843.551,20387.5293,9519.2002
15/6/2016,4834.932,4171.5801,4834.932,20467.5195,9606.71
16/6/2016,4844.915,4153.0098,4844.915,20038.4199,9550.4697
17/6/2016,4800.338,4193.8301,4800.338,20169.9805,9631.3604
20/6/2016,4837.214,4340.7598,4837.214,20510.1992,9962.0195
21/6/2016,4843.763,4367.2402,4843.763,20668.4395,10015.54
22/6/2016,4833.319,4380.0298,4833.319,20795.1191,10071.0596
23/6/2016,4910.041,4465.8999,4910.041,20868.3398,10257.0303
24/6/2016,4707.979,4106.73,4707.979,20259.1309,9557.1602
27/6/2016,4594.443,4030.3,4594.443,20227.3008,9268.6602
28/6/2016,4691.867,4088.8501,4691.867,20172.4609,9447.2803
29/6/2016,4779.246,4195.3198,4779.246,20436.1191,9612.2695
30/6/2016,4842.672,4237.48,4842.672,20794.3691,9680.0898
1/7/2016,4862.567,4273.96,4862.567,#N/A,9776.1201
5/7/2016,4822.901,4163.4199,4822.901,20750.7207,9532.6104
6/7/2016,4859.161,4085.3,4859.161,20495.2891,9373.2598
7/7/2016,4876.807,4117.8501,4876.807,20706.9199,9418.7803
8/7/2016,4956.757,4190.6802,4956.757,20564.1699,9629.6602
11/7/2016,4988.639,4264.5298,4988.639,20880.5,9833.4102
12/7/2016,5022.82,4331.3799,5022.82,21224.7402,9964.0703
13/7/2016,5005.727,4335.2598,5005.727,21322.3691,9930.71
14/7/2016,5034.058,4385.52,5034.058,21561.0606,10068.2998
15/7/2016,5029.588,4372.5098,5029.588,21659.25,10066.9004
