date, value
2009/9/30,3795.4099
2009/10/1,3720.77
2009/10/2,3649.8999
2009/10/5,3675.01
2009/10/6,3770.21
2009/10/7,3756.4099
2009/10/8,3806.8101
2009/10/9,3799.6101
2009/10/12,3845.8
2009/10/13,3801.3899
2009/10/14,3882.6699
2009/10/15,3883.8301
2009/10/16,3827.6001
2009/10/19,3892.3601
2009/10/20,3871.45
2009/10/21,3873.22
2009/10/22,3820.8501
2009/10/23,3808.24
2009/10/26,3744.45
2009/10/27,3743.95
2009/10/28,3663.78
2009/10/29,3714.02
2009/10/30,3607.6899
2009/11/2,3639.46
2009/11/3,3584.25
2009/11/4,3670.3301
2009/11/5,3708.73
2009/11/6,3707.29
2009/11/9,3785.49
2009/11/10,3785.5901
2009/11/11,3814.3899
2009/11/12,3808.0701
2009/11/13,3806.01
2009/11/16,3863.1599
2009/11/17,3829.0601
2009/11/18,3828.1599
2009/11/19,3760.22
2009/11/20,3729.3601
2009/11/23,3813.1699
2009/11/24,3784.6201
2009/11/25,3809.1599
2009/11/26,3679.23
2009/11/27,3721.45
2009/11/30,3680.1499
2009/12/1,3775.74
2009/12/2,3795.9199
2009/12/3,3799.1101
2009/12/4,3846.6201
2009/12/7,3840.05
2009/12/8,3785.3
2009/12/9,3757.3899
2009/12/10,3798.3799
2009/12/11,3803.72
2009/12/14,3830.4399
2009/12/15,3834.0901
2009/12/16,3875.8201
2009/12/17,3830.8201
2009/12/18,3794.4399
2009/12/21,3872.0601
2009/12/22,3898.3799
2009/12/23,3910.75
2009/12/24,3912.73
2009/12/28,3947.1499
2009/12/29,3959.98
2009/12/30,3935.5
2009/12/31,3936.3301
2010/1/4,4013.97
2010/1/5,4012.9099
2010/1/6,4017.6699
2010/1/7,4024.8
2010/1/8,4045.1399
2010/1/11,4043.0901
2010/1/12,4000.05
2010/1/13,4000.8601
2010/1/14,4015.77
2010/1/15,3954.3799
2010/1/18,3977.46
2010/1/19,4009.6699
2010/1/20,3928.95
2010/1/21,3862.1599
2010/1/22,3820.78
2010/1/25,3781.8501
2010/1/26,3807.04
2010/1/27,3759.8
2010/1/28,3688.79
2010/1/29,3739.46
2010/2/1,3762.01
2010/2/2,3812.1299
2010/2/3,3793.47
2010/2/4,3689.25
2010/2/5,3563.76
2010/2/8,3607.27
2010/2/9,3612.76
2010/2/10,3635.6101
2010/2/11,3616.75
2010/2/12,3599.0701
2010/2/15,3609.22
2010/2/16,3669.04
2010/2/17,3725.21
2010/2/18,3747.8301
2010/2/19,3769.54
2010/2/22,3756.7
2010/2/23,3707.0601
2010/2/24,3715.6799
2010/2/25,3640.77
2010/2/26,3708.8
2010/3/1,3769.54
2010/3/2,3811.9199
2010/3/3,3842.52
2010/3/4,3828.4099
2010/3/5,3910.4199
2010/3/8,3903.54
2010/3/9,3910.01
2010/3/10,3943.55
2010/3/11,3928.95
2010/3/12,3927.3999
2010/3/15,3890.9099
