date, value
2010/3/1,21056.9297
2010/3/2,20906.1094
2010/3/3,20876.7891
2010/3/4,20575.7793
2010/3/5,20787.9707
2010/3/8,21196.8691
2010/3/9,21207.5508
2010/3/10,21208.2891
2010/3/11,21228.1992
2010/3/12,21209.7402
2010/3/15,21079.0996
2010/3/16,21022.9297
2010/3/17,21384.4902
2010/3/18,21330.6699
2010/3/19,21370.8203
2010/3/22,20933.25
2010/3/23,20987.7793
2010/3/24,21008.6191
2010/3/25,20778.5508
2010/3/26,21053.1094
2010/3/29,21237.4297
2010/3/30,21374.7891
2010/3/31,21239.3496
2010/4/1,21537
2010/4/5,21537
2010/4/6,21537
2010/4/7,21928.7695
2010/4/8,21867.0391
2010/4/9,22208.5
2010/4/12,22138.1699
2010/4/13,22103.5293
2010/4/14,22121.4297
2010/4/15,22157.8203
2010/4/16,21865.2598
2010/4/19,21405.1699
2010/4/20,21623.3809
2010/4/21,21510.9297
2010/4/22,21454.9395
2010/4/23,21244.4902
2010/4/26,21587.0606
2010/4/27,21261.7891
2010/4/28,20949.4004
2010/4/29,20778.9199
2010/4/30,21108.5898
2010/5/3,20811.3594
2010/5/4,20763.0508
2010/5/5,20327.5391
2010/5/6,20133.4102
2010/5/7,19920.2891
2010/5/10,20426.6406
2010/5/11,20146.5098
2010/5/12,20212.4902
2010/5/13,20422.4609
2010/5/14,20145.4297
2010/5/17,19715.1992
2010/5/18,19944.9395
2010/5/19,19578.9805
2010/5/20,19545.8301
2010/5/24,19667.7598
2010/5/25,18985.5
2010/5/26,19196.4492
2010/5/27,19431.3691
2010/5/28,19766.7109
2010/5/31,19765.1895
2010/6/1,19496.9492
2010/6/2,19471.8008
2010/6/3,19786.7109
2010/6/4,19780.0703
2010/6/7,19378.1504
2010/6/8,19487.4805
2010/6/9,19621.2402
2010/6/10,19632.6992
2010/6/11,19872.3809
2010/6/14,20051.9102
2010/6/15,20062.1504
2010/6/17,20138.4004
2010/6/18,20286.7109
2010/6/21,20912.1797
2010/6/22,20819.0801
2010/6/23,20856.6094
2010/6/24,20733.4902
2010/6/25,20690.7891
2010/6/28,20726.6797
2010/6/29,20248.9004
2010/6/30,20128.9902
2010/7/1,20128.9902
2010/7/2,19905.3203
2010/7/5,19842.1992
2010/7/6,20084.1191
2010/7/7,19857.0703
2010/7/8,20050.5606
2010/7/9,20378.6602
2010/7/12,20467.4297
2010/7/13,20431.0606
2010/7/14,20560.8106
2010/7/15,20255.6191
2010/7/16,20250.1602
2010/7/19,20090.9492
2010/7/20,20264.5898
2010/7/21,20487.2305
2010/7/22,20589.6992
2010/7/23,20815.3301
2010/7/26,20839.9102
2010/7/27,20973.3906
2010/7/28,21091.1797
2010/7/29,21093.8203
2010/7/30,21029.8106
2010/8/2,21412.7891
2010/8/3,21457.6602
2010/8/4,21549.8809
2010/8/5,21551.7207
2010/8/6,21678.8008
2010/8/9,21801.5898
2010/8/10,21473.5996
2010/8/11,21294.5391
2010/8/12,21105.7109
2010/8/13,21071.5703
2010/8/16,21112.1191
2010/8/17,21137.4297
2010/8/18,21022.7305
2010/8/19,21072.4609
2010/8/20,20981.8203
2010/8/23,20889.0098
2010/8/24,20658.7109
2010/8/25,20634.9805
2010/8/26,20612.0606
2010/8/27,20597.3496
2010/8/30,20737.2207
2010/8/31,20536.4902
2010/9/1,20623.8301
2010/9/2,20868.9199
2010/9/3,20971.5
2010/9/6,21355.7695
2010/9/7,21401.7891
2010/9/8,21088.8594
2010/9/9,21167.2695
2010/9/10,21257.3906
2010/9/13,21658.3496
2010/9/14,21696.0391
2010/9/15,21725.6406
2010/9/16,21691.4492
2010/9/17,21970.8594
2010/9/20,21977.3398
2010/9/21,22002.5898
2010/9/22,22047.7109
2010/9/24,22119.4297
2010/9/27,22340.8398
2010/9/28,22109.9492
2010/9/29,22378.6699
2010/9/30,22358.1699
2010/10/4,22618.6602
2010/10/5,22639.1406
2010/10/6,22880.4102
2010/10/7,22884.3203
2010/10/8,22944.1797
2010/10/11,23207.3106
2010/10/12,23121.6992
2010/10/13,23457.6895
2010/10/14,23852.1699
2010/10/15,23757.6309
2010/10/18,23469.3809
2010/10/19,23763.7305
2010/10/20,23556.5
2010/10/21,23649.4805
2010/10/22,23517.5391
2010/10/25,23627.9102
2010/10/26,23601.2402
2010/10/27,23164.5801
2010/10/28,23210.8594
2010/10/29,23096.3203
2010/11/1,23652.9395
2010/11/2,23671.4199
2010/11/3,24144.6699
2010/11/4,24535.6309
2010/11/5,24876.8203
2010/11/8,24964.3691
2010/11/9,24710.5996
2010/11/10,24500.6094
2010/11/11,24700.3008
2010/11/12,24222.5801
2010/11/15,24027.1797
2010/11/16,23693.0195
2010/11/17,23214.4609
2010/11/18,23637.3906
2010/11/19,23605.7109
2010/11/22,23524.0195
2010/11/23,22896.1406
2010/11/24,23023.8594
2010/11/25,23054.6797
2010/11/26,22877.25
2010/11/29,23166.2207
2010/11/30,23007.9902
2010/12/1,23249.8008
2010/12/2,23448.7793
2010/12/3,23320.5195
2010/12/6,23237.6895
2010/12/7,23428.1504
2010/12/8,23092.5195
2010/12/9,23171.8008
2010/12/10,23162.9102
2010/12/13,23317.6094
2010/12/14,23431.1895
2010/12/15,22975.3496
2010/12/16,22668.7793
2010/12/17,22714.8496
2010/12/20,22639.0801
2010/12/21,22993.8594
2010/12/22,23045.1895
2010/12/23,22902.9707
2010/12/24,22833.8008
2010/12/27,22833.8008
2010/12/28,22621.7305
2010/12/29,22969.3008
2010/12/30,22999.3398
2010/12/31,23035.4492
2011/1/3,23436.0508
2011/1/4,23668.4805
2011/1/5,23757.8203
2011/1/6,23786.3008
2011/1/7,23686.6309
2011/1/10,23527.2598
2011/1/11,23760.3398
2011/1/12,24125.6094
2011/1/13,24238.9805
2011/1/14,24283.2305
2011/1/17,24156.9707
2011/1/18,24153.9805
2011/1/19,24419.6191
2011/1/20,24003.6992
2011/1/21,23876.8594
2011/1/24,23801.7793
2011/1/25,23788.8301
2011/1/26,23843.2402
2011/1/27,23779.6191
2011/1/28,23617.0195
2011/1/31,23447.3398
2011/2/1,23482.9492
2011/2/2,23908.9609
2011/2/7,23553.5898
2011/2/8,23484.3008
2011/2/9,23164.0293
2011/2/10,22708.6191
2011/2/11,22828.9199
2011/2/14,23121.0606
2011/2/15,22899.7793
2011/2/16,23156.9707
2011/2/17,23301.8398
2011/2/18,23595.2402
2011/2/21,23485.4199
2011/2/22,22990.8106
2011/2/23,22906.9004
2011/2/24,22601.0391
2011/2/25,23012.3691
2011/2/28,23338.0195
2011/3/1,23396.4199
2011/3/2,23048.6602
2011/3/3,23122.4199
2011/3/4,23408.8594
2011/3/7,23313.1895
2011/3/8,23711.6992
2011/3/9,23810.1094
2011/3/10,23614.8906
2011/3/11,23249.7793
2011/3/14,23345.8809
2011/3/15,22678.25
2011/3/16,22700.8809
2011/3/17,22284.4297
2011/3/18,22300.2305
2011/3/21,22685.2207
2011/3/22,22857.9004
2011/3/23,22825.4004
2011/3/24,22915.2793
2011/3/25,23158.6699
2011/3/28,23068.1895
2011/3/29,23060.3594
2011/3/30,23451.4297
2011/3/31,23527.5195
2011/4/1,23801.9004
2011/4/4,24150.5801
2011/4/5,24150.5801
2011/4/6,24285.0508
2011/4/7,24281.8008
2011/4/8,24396.0703
2011/4/11,24303.0703
2011/4/12,23976.3691
2011/4/13,24135.0293
2011/4/14,24014
2011/4/15,24008.0703
2011/4/18,23830.3106
2011/4/19,23520.6191
2011/4/20,23896.0996
2011/4/21,24138.3106
2011/4/25,24138.3106
2011/4/26,24007.3809
2011/4/27,23892.8398
2011/4/28,23805.6309
2011/4/29,23720.8106
2011/5/2,23720.8106
2011/5/3,23633.25
2011/5/4,23315.2402
2011/5/5,23261.6094
2011/5/6,23159.1406
2011/5/9,23336
2011/5/11,23291.8008
2011/5/12,23073.7598
2011/5/13,23276.2695
2011/5/16,22960.6309
2011/5/17,22901.0801
2011/5/18,23011.1406
2011/5/19,23163.3809
2011/5/20,23199.3906
2011/5/23,22711.0195
2011/5/24,22730.7793
2011/5/25,22747.2793
2011/5/26,22900.7891
2011/5/27,23118.0703
2011/5/30,23184.3203
2011/5/31,23684.1309
2011/6/1,23626.4297
2011/6/2,23253.8398
2011/6/3,22949.5606
2011/6/7,22868.6699
2011/6/8,22661.6309
2011/6/9,22609.8301
